"","id","company_urlname","company_id","shares","C2B_likes","total_comments","created_date","post_time","post_date","weekday","time","type","message","afinnscore","bingscore","anger","anticipation","disgust","fear","joy","negative.x","positive.x","sadness","surprise","trust","constraining","litigious","negative.y","positive.y","uncertainty","n"
"1267",1267,"gmc","5353808700",3,169,9,"2012-01-05","16:00:16","2012-01-05",4,"afternoon","link","the gmc never say never moment of the week nominees are up! visit the gmc nfl tab to place your vote:  plus, enter our never say never sweepstakes for a chance to win any brand-new gmc truck or crossover suv of your choice and tickets to super bowl xlvi!",9,2,1,1,0,0,1,1,3,1,2,2,0,0,0,1,0,23
"1268",1268,"gmc","5353808700",0,373,16,"2012-01-16","15:31:51","2012-01-16",1,"afternoon","status","today we remember, celebrate and honor the life of martin luther king, jr. and we are thankful for his legacy.",7,3,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,10
"1269",1269,"Honda","107926874274",32,254,37,"2012-03-08","19:21:55","2012-03-08",4,"night","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1270",1270,"Honda","107926874274",0,0,0,"2012-02-22","17:14:43","2012-02-22",3,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1271",1271,"Honda","107926874274",0,1149,113,"2012-02-10","18:49:14","2012-02-10",5,"afternoon","swf","see how honda electric vehicle demonstration participants are using the fit ev to make the planet a better place.",0,NA,0,0,0,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,8
"1272",1272,"Honda","107926874274",0,729,62,"2012-02-06","17:01:35","2012-02-06",1,"afternoon","link","you’re on facebook, so we’re guessin’ you might have some time to kill. if you liked our game day commercial, maybe you could do us a favor and vote for our commercial on the usa/facebook today ad meter.",-1,0,1,2,0,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,16
"1273",1273,"Honda","107926874274",0,686,36,"2012-02-06","04:01:33","2012-02-06",1,"early morning","link","remember how jealous you were of those football fans watching the game in person? they’re sitting in traffic now, and you’re surfing the web. maybe even with a potato chip in your hand. life is balanced like that. since you have some time to kill, maybe visit the usa today/facebook ad meter to vote for our commercial.",-5,0,2,3,1,1,2,3,4,2,1,1,NA,NA,NA,NA,NA,27
"1274",1274,"Honda","107926874274",0,1247,112,"2012-01-30","17:01:51","2012-01-30",1,"afternoon","swf","’80s movies fans rejoice! we’ve leaked our extended game day commercial a week early. enjoy.",5,3,0,2,0,0,2,0,2,0,1,2,0,0,0,1,0,12
"1275",1275,"Honda","107926874274",0,544,28,"2012-01-26","18:00:26","2012-01-26",4,"afternoon","swf","oh, it's on.  the 10th annual honda battle of the bands is heating up the georgia dome this weekend. the best historically black college and university marching bands from around the nation will gather and perform for glory and bragging rights, and all will leave winners taking home $20,000 in grants for their schools.",1,2,1,2,0,0,1,3,2,2,1,2,0,0,0,1,0,28
"1276",1276,"Honda","107926874274",0,951,95,"2012-01-23","17:37:37","2012-01-23",1,"afternoon","swf","have you given some thought to what dreams you hope come true in the new year? “dreams vs. nightmares” offers a few thought starters: ",6,NA,0,1,0,0,2,0,2,0,1,2,NA,NA,NA,NA,NA,7
"1277",1277,"Honda","107926874274",0,994,45,"2012-01-20","20:17:30","2012-01-20",5,"night","swf","check out the next spot, ""marathon"" for the cr-v—the official car of crossing items off of your leap list.",NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,10
"1278",1278,"Honda","107926874274",125,3255,363,"2012-01-17","17:28:11","2012-01-17",2,"afternoon","status","back in 1988, honda was not only making cars in the u.s. but exporting them overseas. in fact, the accord became the first-ever american-made (using domestically and globally sourced parts) automobile to be exported from the u.s. to japan.",NA,NA,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,15
"1279",1279,"Honda","107926874274",0,1185,91,"2012-01-13","21:01:58","2012-01-13",5,"night","swf","check out the next spot, ""grandma"" for the cr-v—the official car of crossing items off of your leap list.",NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,10
"1280",1280,"Honda","107926874274",0,0,0,"2012-01-13","17:55:18","2012-01-13",5,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1281",1281,"Honda","107926874274",0,739,51,"2012-01-11","21:02:01","2012-01-11",3,"night","swf","check out the next spot for the cr-v—the official car of crossing items off of your leap list.",NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,9
"1282",1282,"Honda","107926874274",0,1526,188,"2012-01-11","17:02:01","2012-01-11",3,"afternoon","link","feast your eyes on this exclusive video of the all-new, ninth-generation accord coupe concept from the detroit auto show—",2,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11
"1283",1283,"Honda","107926874274",0,1474,128,"2012-01-10","18:29:41","2012-01-10",2,"afternoon","swf","witness the exhilarating first flight of the third faa conforming hondajet in this exciting new video.",6,2,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,8
"1284",1284,"Honda","107926874274",27,957,87,"2012-01-09","17:37:25","2012-01-09",1,"afternoon","status","no press pass? no problem. you don’t even have to be at the detroit auto show to see honda unveil its latest vehicle. this year it’s being webcast live on tues., jan. 10 at 9:20 a.m., et at hondawebcast.com.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"1285",1285,"Honda","107926874274",0,966,52,"2012-01-06","19:51:53","2012-01-06",5,"night","swf","as part of a 51-year collaboration with the tournament of roses®, honda built a float celebrating our belief in the power of dreams. then we covered it with flowers, a renowned saxophonist, and a dream-fishing robot.",5,1,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,18
"1286",1286,"Honda","107926874274",0,971,58,"2012-01-05","17:58:41","2012-01-05",4,"afternoon","swf","check out this new spot for the cr-v—the official car of crossing items off of your leap list.",NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,9
"1287",1287,"Honda","107926874274",0,698,48,"2012-01-04","17:02:17","2012-01-04",3,"afternoon","swf","what do corey perry, nicklas lidström, and the honda pilot have in common? passionate fans. check out our new nhl® tv spot.",2,2,0,1,0,0,1,0,2,0,0,2,NA,NA,NA,NA,NA,13
"1288",1288,"Honda","107926874274",0,609,57,"2012-01-03","16:30:38","2012-01-03",2,"afternoon","link","the snow is melting and the animatronic reindeer are back in storage, but it’s not too late to get into the happy honda days spirit by getting a great deal on a new honda. hurry in today.",4,1,0,3,0,0,2,1,3,1,1,2,0,0,1,1,0,14
"1289",1289,"Honda","107926874274",24,1324,77,"2012-01-02","23:28:29","2012-01-02",1,"night","status","after a tough battle, new york emerged victorious, so honda will be donating a 2012 pilot to the new york ronald mcdonald house.",-1,2,1,0,0,0,1,2,2,1,0,1,NA,NA,NA,NA,NA,13
"1290",1290,"Honda","107926874274",26,1490,491,"2012-01-01","20:05:52","2012-01-01",7,"night","status","honda was the first to include a coin box standard in its cars.  how much have you got in yours?",NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,6
"1291",1291,"Honda","107926874274",1,811,45,"2012-01-01","17:01:09","2012-01-01",7,"afternoon","status","honda is the official vehicle of the nhl®, so we’re a little biased on the subject of hockey, but we think anyone would enjoy the bridgestonenhl winter classic®—it’s a blast to watch. tune in to nbc monday, january 2nd at 1pm pm, est for some great outdoor hockey.",0,1,1,2,0,2,1,3,2,0,1,2,0,0,0,1,0,25
"1292",1292,"Honda","107926874274",0,3922,120,"2012-02-03","17:14:10","2012-02-03",5,"afternoon","status","“like” this post if you’ve ever faked a sick day, like ferris did.",-2,-1,0,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,6
"1293",1293,"Honda","107926874274",0,76,15,"2012-02-29","18:59:54","2012-02-29",3,"afternoon","swf","spent much time “off the beaten path” lately? share some photos of your travels. for inspiration, have a look at our film “into the unknown.”",1,0,0,4,0,1,2,2,2,0,0,1,0,0,0,1,1,10
"1294",1294,"Honda","107926874274",0,306,58,"2012-02-16","17:49:40","2012-02-16",4,"afternoon","link","investing in america is something we truly believe in doing. over the last three decades, we've invested more than $11 billion in our u.s. operations. and recently we have committed to nearly $800 million in new u.s. investments and more than 1,200 new jobs. we're proud to be a contributor to the place where we live, work and play. and we're honored to be recognized for it. read more",5,2,0,1,0,0,1,0,3,0,0,3,1,0,0,1,0,23
"1295",1295,"Honda","107926874274",0,155,13,"2012-02-24","17:13:39","2012-02-24",5,"afternoon","link","if honda's motorcycles, atvs, or scooters are your thing, be sure to check out the facebook page dedicated to those products:",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1296",1296,"Honda","107926874274",0,163,56,"2012-02-28","17:02:33","2012-02-28",2,"afternoon","link","how do you show your love for your honda? mowing our logo in your lawn? tattoos? creating an artistic masterpiece? whichever way you express your passion for honda, enter the backstage pass contest for a chance to win 2 vip race-day experiences at an izod indycar series race. see the ""backstage pass"" tab for details.",13,4,0,1,0,0,3,0,4,0,1,2,0,0,0,1,0,32
"1297",1297,"Honda","107926874274",0,578,34,"2012-01-27","15:11:29","2012-01-27",5,"afternoon","link","you may be a fan or the cr-v, but have you ""liked"" the cr-v page? now's the time to do it, because all cr-v fans will get early access to our game day ad next week.",3,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13
"1298",1298,"Honda","107926874274",0,650,75,"2012-02-02","17:01:15","2012-02-02",4,"afternoon","swf","inside our extended game day commercial are dozens of references to the movie. some are easy, some are hard, and some you will never find…unless you decide to prove us wrong. do we smell a challenge?",-3,-2,2,0,1,1,0,3,1,0,0,0,0,0,2,1,0,15
"1299",1299,"Honda","107926874274",0,99,4,"2012-03-06","17:01:26","2012-03-06",2,"afternoon","swf","the fastest seat in sports sweepstakes is back, and this time you have 12 chances to win. check it out.",6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9
"1300",1300,"Honda","107926874274",2,285,19,"2012-03-11","17:02:06","2012-03-11",7,"afternoon","status","if setting the clocks forward an hour has you yawning, cheer up knowing that a whole lot of solar power panels get busier as the days get longer.",2,1,0,1,0,0,1,1,3,0,1,1,NA,NA,NA,NA,NA,13
"1301",1301,"Honda","107926874274",0,104,3,"2012-03-08","17:35:47","2012-03-08",4,"afternoon","status","the honda classic was the place to be this past weekend. tiger woods was there—and rory mcilroy took home the trophy. the real winners were local children, so thanks to all who participated.",NA,3,0,1,0,0,1,0,3,0,1,2,0,0,0,1,0,15
"1302",1302,"Honda","107926874274",0,238,35,"2012-02-09","19:56:00","2012-02-09",4,"night","status","how is everyone doing on the ""easter egg"" hunt? there are dozens inside ""matthew's day off.""  help out other honda fans and share some of your favorites.",3,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,11
"1303",1303,"Honda","107926874274",15,192,114,"2012-02-17","18:39:32","2012-02-17",5,"afternoon","status","today is random acts of kindness day. anyone have any random stories, kindness stories, or both?",NA,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,8
"1304",1304,"Honda","107926874274",0,209,19,"2012-02-21","18:04:25","2012-02-21",2,"afternoon","link","it’s what’s inside that counts—especially when it comes to chemicals. the honda civic’s in-cabin air is the cleanest, according to a new study by healthystuff.org.",NA,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,12
"1305",1305,"Honda","107926874274",0,196,12,"2012-02-08","22:10:24","2012-02-08",3,"night","link","if you thought our game day commercial was “so choice,” then we offer this advice: if you have the means, we highly recommend you vote for us in the youtube adblitz. go now and we won’t subject you to any more of this mildly annoying movie banter.",0,0,2,1,0,0,1,3,4,1,1,3,0,0,1,0,0,18
"1306",1306,"Honda","107926874274",0,89,16,"2012-03-07","18:30:02","2012-03-07",3,"afternoon","link","everybody’s favorite robot, asimo™, currently lives at the happiest place on earth. check out this amazing humanoid robot at disneyland® resort’s tomorrowland.",6,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,14
"1307",1307,"Honda","107926874274",0,1834,54,"2012-02-04","17:01:23","2012-02-04",6,"afternoon","status","are you excited to see ferris bueller back again after all these years? we are too. “like” this post if you’re a fan of taking a day off.",6,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,8
"1308",1308,"Honda","107926874274",0,436,30,"2012-01-26","22:24:42","2012-01-26",4,"night","link","our game day ad is pretty epic. and if you ""like"" the cr-v page you can see it next week before anyone else. imagine what that will do to your crossover vehicle street cred.",1,1,0,1,0,0,1,0,2,0,0,1,NA,NA,NA,NA,NA,13
"1309",1309,"Honda","107926874274",1,81,113,"2012-02-14","17:28:24","2012-02-14",2,"afternoon","status","if asimo were sweet on a famous robot, the card and chocolates would surely be addressed to__________.",2,2,0,1,0,0,1,0,2,0,1,1,NA,NA,NA,NA,NA,9
"1310",1310,"Honda","107926874274",0,585,231,"2012-02-01","17:40:21","2012-02-01",3,"afternoon","status","we could all use a day off, just like ferris bueller. what adventures would make your day?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1311",1311,"Honda","107926874274",0,1159,53,"2012-01-28","15:00:45","2012-01-28",6,"afternoon","link","""like"" our cr-v page today, and next week, you'll be one of the first to see our ad before game day.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1312",1312,"Honda","107926874274",1,88,92,"2012-03-01","17:12:11","2012-03-01",4,"afternoon","status","all right, this is for bragging rights. coldest place in the country! speak up and let us know. pictures too, if you have them.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1313",1313,"Honda","107926874274",0,313,26,"2012-02-07","17:37:37","2012-02-07",2,"afternoon","link","come vote for our honda cr-v ad ""matthew's day off"" on the usa today/facebook ad meter.",NA,NA,1,1,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,10
"1314",1314,"Honda","107926874274",0,656,38,"2012-02-05","17:11:07","2012-02-05",7,"afternoon","swf","today’s the day. look for our commercial in the 4th quarter, and tell your pals about all the “easter eggs.” show off your ’80s movie knowledge as you pick out the subtle references with ease.",2,1,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,15
"1315",1315,"Honda","107926874274",0,182,19,"2012-03-02","23:03:39","2012-03-02",5,"night","link","love honda? then you probably feel the same about our mowers too. if you pick one up before may 31st, we'll add an extra year on your warranty. details here:",3,1,0,0,0,0,1,0,4,0,0,1,NA,NA,NA,NA,NA,10
"1316",1316,"Honda","107926874274",0,88,10,"2012-03-05","16:01:05","2012-03-05",1,"afternoon","swf","how does a day off in your town stack up to the one we created during our big game ad? show us some hometown pride and tell us how you’d turn an adventure in your town into the ultimate day off!",2,1,0,2,0,0,1,0,2,1,0,0,NA,NA,NA,NA,NA,13
"1317",1317,"hummer","150846736307",28,404,52,"2012-02-27","00:57:33","2012-02-27",1,"early morning","status","hummer fun fact #3: the h3, introduced in 2006, was engineered to climb a 16-inch vertical wall, traverse a 40% side slope and crawl through up to 24 inches of water @ 5 mph",4,1,0,1,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,21
"1318",1318,"hummer","150846736307",18,402,49,"2012-02-23","18:22:12","2012-02-23",4,"afternoon","status","hummer fun fact #2: the h2, introduced in 2003, was engineered to be able to climb a 16-inch vertical wall, scale a 60% grade and ford up to 20 inches of water @ 5 mph.",4,1,0,1,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,21
"1319",1319,"hummer","150846736307",1,235,7,"2012-02-20","03:15:27","2012-02-20",1,"early morning","status","hummer driving academy winter/winching lesson: when winching, don’t stand too close to the winch or snatch strap. weigh them down in case they snap. never step over winch cables. iow … be prepared! (most folks who get hurt off-roading get hurt outside the vehicle.)",-3,-2,2,3,0,2,0,2,3,2,0,3,0,0,2,0,0,25
"1320",1320,"hummer","150846736307",23,482,35,"2012-02-16","14:36:40","2012-02-16",4,"afternoon","status","hummer fun fact #1: the original hummer h1 was engineered to be driven over a 60% grade, across a 40% side slope and through up to 30 inches of water.",4,1,0,1,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,15
"1321",1321,"hummer","150846736307",0,268,72,"2012-02-12","23:13:25","2012-02-12",7,"night","status","are you a “forest pinstriping” kind of hummer driver or more of a “street queen?” why?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1322",1322,"hummer","150846736307",178,1211,123,"2012-02-09","14:34:05","2012-02-09",4,"afternoon","link","hey hummer fans, it’s time for the most important decision of your day. is this hummer dead on or dead wrong?",-8,-2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,11
"1323",1323,"hummer","150846736307",0,279,31,"2012-02-08","19:31:42","2012-02-08",3,"night","status","we’ve heard from the hummer club in delaware. (thanks for checking in!) are you a member of a hummer club? if so, tell us about it! (its name, how often you meet, where you meet, web address, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"1324",1324,"hummer","150846736307",0,507,151,"2012-01-29","18:33:02","2012-01-29",7,"afternoon","status","do you use your hummer for work? tell us how!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1325",1325,"hummer","150846736307",245,2363,94,"2012-01-26","14:07:10","2012-01-26",4,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1326",1326,"hummer","150846736307",14,357,30,"2012-01-18","03:09:40","2012-01-18",3,"early morning","link","one more time for those who missed it - a link to the brand-new hummer website. read your owner’s manual, browse new cars and more!",-2,-1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,11
"1327",1327,"hummer","150846736307",0,330,34,"2012-01-09","03:23:24","2012-01-09",1,"early morning","status","hey, hummer fans, have you ever owned an h1? if so, upload a photo to our facebook wall and we will put it in our h1 gallery. we may even share it on our page in the future!",1,1,0,1,0,0,1,0,1,0,0,1,NA,NA,NA,NA,NA,14
"1328",1328,"hummer","150846736307",15,231,26,"2012-01-03","18:40:19","2012-01-03",2,"afternoon","link","happy new year. did you know hummer has a brand new website? visit www.hummer.com to check out owner resources, use the dealer locator or chat with a representative that can answer your questions.",3,1,0,1,0,0,2,0,3,0,0,2,0,0,1,1,0,15
"1329",1329,"Hyundai","71519223752",4,73,6,"2012-03-07","16:50:18","2012-03-07",3,"afternoon","status","post your photos! don’t forget to upload your favorite pic of you and your hyundai to be a part of our first ever hyundai group shot!",1,1,1,0,0,1,1,2,1,1,1,1,0,0,0,1,0,10
"1330",1330,"Hyundai","71519223752",5,84,9,"2012-03-05","16:50:04","2012-03-05",1,"afternoon","status","community photo challenge! we’re switching to timeline and want you to help! post your favorite pic of you and your hyundai to be a part of our cover shot. we love our fans and can’t wait to make our first hyundai group pic!",4,3,2,1,0,2,2,3,3,1,1,2,0,0,1,1,0,18
"1331",1331,"Hyundai","71519223752",28,154,54,"2012-03-02","16:58:18","2012-03-02",5,"afternoon","link","do you know your car personality type? let hyundai help – see which car matches your style best.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1332",1332,"Hyundai","71519223752",2,142,32,"2012-03-01","16:50:06","2012-03-01",4,"afternoon","link","we love reading what you have to say here. so thanks! now we’d love to hear your thoughts about our youtube channel.",6,2,0,0,0,0,2,0,3,0,0,0,NA,NA,NA,NA,NA,7
"1333",1333,"Hyundai","71519223752",11,167,231,"2012-02-29","16:50:05","2012-02-29",3,"afternoon","status","happy leap day! which hyundai would you love to leap into?",6,2,0,1,0,0,2,0,2,0,0,1,0,0,0,1,0,6
"1334",1334,"Hyundai","71519223752",37,156,15,"2012-02-28","00:00:05","2012-02-28",2,"early morning","video","get your creative juices flowing — check out our behind-the-scenes action for our new azera ad, “talk to my car.” what special effect would you add to your car?",2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,14
"1335",1335,"Hyundai","71519223752",23,169,17,"2012-02-27","20:00:51","2012-02-27",1,"night","video","where is your happy place? go behind the scenes in our new ad for azera called “modern life” and see where this mom finds peace!",5,3,0,2,0,0,2,0,2,0,0,2,0,0,0,1,0,9
"1336",1336,"Hyundai","71519223752",84,280,13,"2012-02-27","03:33:44","2012-02-27",1,"early morning","video","see what’s possible in “talk to my car.”",NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,3
"1337",1337,"Hyundai","71519223752",43,227,31,"2012-02-27","02:32:50","2012-02-27",1,"early morning","video","watch hyundai’s “modern family.”",NA,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,4
"1338",1338,"Hyundai","71519223752",1,142,14,"2012-02-26","23:00:17","2012-02-26",7,"night","link","check in to hyundai’s oscar party on miso – it’s the perfect way to enjoy the oscars with other hyundai owners.",5,2,0,2,0,0,2,0,2,0,0,2,0,0,0,2,0,11
"1339",1339,"Hyundai","71519223752",0,128,14,"2012-02-25","19:00:06","2012-02-25",6,"night","link","who do you think will win best picture? check out entertainment weekly’s oscar ballot and guess all categories.",4,1,0,2,0,0,1,0,2,0,2,2,0,0,0,1,0,9
"1340",1340,"Hyundai","71519223752",0,0,0,"2012-02-24","16:50:15","2012-02-24",5,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1341",1341,"Hyundai","71519223752",0,116,14,"2012-02-24","00:00:08","2012-02-24",5,"early morning","link","what’s happening in the land of gold statues? check out entertainment weekly’s buzz tracker to stay in the know!",NA,1,0,2,0,1,1,0,4,0,1,1,NA,NA,NA,NA,NA,11
"1342",1342,"Hyundai","71519223752",0,0,0,"2012-02-23","16:50:11","2012-02-23",4,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1343",1343,"Hyundai","71519223752",38,326,79,"2012-02-22","20:30:15","2012-02-22",3,"night","photo","hey elantra owners! help us celebrate the north american car of the year by uploading your favorite pic of you and your elantra! we'll select a few to feature in our photo album.",5,2,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,15
"1344",1344,"Hyundai","71519223752",0,0,0,"2012-02-21","16:50:09","2012-02-21",2,"afternoon","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1345",1345,"Hyundai","71519223752",4,157,11,"2012-02-20","20:00:19","2012-02-20",1,"night","link","we’re tracking the oscar buzz over at entertainment weekly. check out who's trending!",NA,NA,0,2,0,1,1,0,2,0,1,1,NA,NA,NA,NA,NA,8
"1346",1346,"Hyundai","71519223752",0,0,0,"2012-02-17","22:53:29","2012-02-17",5,"night","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1347",1347,"Hyundai","71519223752",77,367,57,"2012-02-17","19:30:46","2012-02-17",5,"night","photo","we’re so excited to be a proud sponsor of the oscars, feb. 26. gonna watch? we sure are!",5,2,0,3,0,1,2,0,3,0,1,3,0,0,0,1,0,9
"1348",1348,"Hyundai","71519223752",82,210,11,"2012-02-16","02:30:04","2012-02-16",4,"early morning","link","for the next 30 days, you have a chance to personally help fight pediatric cancer. please visit hyundai hope on wheels to take part in the like 4 hope initiative! just click ""like"" on their page and they will donate $5 to a participating pediatric cancer organization of your choice. be sure to tell your friends!",3,-2,3,3,2,3,3,3,5,2,4,3,NA,NA,NA,NA,NA,24
"1349",1349,"Hyundai","71519223752",142,615,146,"2012-02-16","01:47:19","2012-02-16",4,"early morning","video","follow 5 prominent djs as they turn the tables on the history of music!",2,1,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,7
"1350",1350,"Hyundai","71519223752",0,13,4,"2012-02-16","00:47:04","2012-02-16",4,"early morning","status","re:generation film",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1351",1351,"Hyundai","71519223752",1,78,4,"2012-02-15","00:00:17","2012-02-15",3,"early morning","link","share a little valentine’s day love for re:generation! tonight on the late show with david letterman: mark ronson and eryka badu will talk about their work on the film. don’t miss it!",2,0,0,1,0,0,2,1,3,1,0,1,0,0,2,0,0,17
"1352",1352,"Hyundai","71519223752",123,693,69,"2012-02-14","16:50:26","2012-02-14",2,"afternoon","photo","to our fans, thanks for all the love. have a happy valentine’s day!",6,3,0,1,0,0,2,0,2,0,0,1,0,0,0,1,0,5
"1353",1353,"Hyundai","71519223752",19,142,17,"2012-02-13","16:50:46","2012-02-13",1,"afternoon","video","skrillex wins! must feel good to bring home a grammy or three. be sure to check out skrillex in re:generation, presented by veloster.",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1354",1354,"Hyundai","71519223752",22,172,35,"2012-02-12","16:50:09","2012-02-12",7,"afternoon","link","here at hyundai, we’re all about innovation, from great mileage to great music. just ask veloster,  sponsor of the grammy awards.",4,2,0,0,0,0,1,0,3,1,0,1,0,0,0,1,0,9
"1355",1355,"Hyundai","71519223752",1,61,5,"2012-02-10","16:51:46","2012-02-10",5,"afternoon","link","in re:generation, some of the most innovative musicians made mixes with music legends. some of today’s boldest djs remixed the mix. get the tracks, original and respun.",2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,14
"1356",1356,"Hyundai","71519223752",17,78,7,"2012-02-09","16:50:22","2012-02-09",4,"afternoon","video","our re:generation music documentary premieres tonight!",NA,NA,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,5
"1357",1357,"Hyundai","71519223752",80,171,7,"2012-02-08","16:50:23","2012-02-08",3,"afternoon","video","what happens when rhys millen and his veloster rally car hit the links?",NA,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,7
"1358",1358,"Hyundai","71519223752",28,175,6,"2012-02-08","00:00:35","2012-02-08",3,"early morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1359",1359,"Hyundai","71519223752",89,411,111,"2012-02-07","21:00:23","2012-02-07",2,"night","photo","how does it feel to own the north american car of the year? show us. take a pic of you with your elantra and post it! our favorite five are going on the wall. and hopefully your fridge.",2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,10
"1360",1360,"Hyundai","71519223752",15,109,12,"2012-02-07","00:00:10","2012-02-07",2,"early morning","video","put a cheetah in our veloster turbo ad? could be really cool…or, the worst decision ever. check out some behind-the-scenes action to see what really happened.",-2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,11
"1361",1361,"Hyundai","71519223752",0,0,0,"2012-02-06","19:13:18","2012-02-06",1,"night","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1362",1362,"Hyundai","71519223752",2,57,3,"2012-02-06","18:01:26","2012-02-06",1,"afternoon","video","the right look can thwart a hostile takeover. watch and learn.",-4,-2,1,1,1,2,0,2,1,0,1,0,0,0,1,0,0,5
"1363",1363,"Hyundai","71519223752",0,69,13,"2012-02-06","15:00:09","2012-02-06",1,"afternoon","video","go behind-the-scenes: we’ve got exclusive footage from our new ad, “all for one.” you may have seen it during the big game!",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,6
"1364",1364,"Hyundai","71519223752",100,375,64,"2012-02-06","02:15:08","2012-02-06",1,"early morning","video","if you just missed our pulse-raising, game day ad, you can watch it here. plus, get to know bob, the man with the plan. follow him on twitter at @bobspowertips or meet bob jensen on facebook!",-2,-1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,16
